account_id,ticket_count_x,ticket_bucket_x,usage_avg_min,usage_bucket_x,error_sum,error_bucket_x,satisfaction_avg,satisfaction_bucket_x,churn_date_x,reason_code_x,feedback_text_x,last12_ticket_count,last12_usage_avg_min,last12_error_sum,last12_satisfaction_avg,last12_ticket_bucket,last12_usage_bucket,last12_error_bucket,last12_satisfaction_bucket,churn_flag_x,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_y,Unnamed: 0,churn_event_id,churn_date_y,reason_code_y,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text_y,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count_x,is_beta_feature,usage_duration_min_x,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score_x,escalation_flag,ticket_month,ticket_count_y,ticket_bucket_y,satisfaction_score_y,satisfaction_bucket_y,usage_duration_min_y,usage_bucket_y,error_count_y,error_bucket_y,ticket_month_int,churn_month_int,months_before_churn,error_count,usage_duration_min,satisfaction_score,reference_date,reference_month_int,months_before_reference
A-c608c8,2,Stable,102.6,dependency stress,2,Low Errors,1.5,Unhappy,2024-06-04,support,too expensive,1.0,102.6,1.0,3.0,Stable,dependency stress,Low Errors,Neutral,1,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,391,,,,,,,,,S-37a9e3,2024-06-07,2024-06-29,Enterprise,11,2189,26268,False,False,False,True,monthly,False,U-da0048,2023-11-24,feature_22,12,6156,,False,,T-ca8e8f,2024-08-16,2024-08-18 10:00:00,58.0,low,93,,False,,,,,,,,,,655,,,1.0,102.6,0.0,2024-12-31,659.0,-4.0
A-df10db,2,Stable,12.716666666666669,disengaged,0,No Errors,3.0,Neutral,2024-07-12,competitor,missing features,2.0,12.716666666666669,0.0,3.0,Stable,disengaged,No Errors,Neutral,1,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,321,,,,,,,,,S-52699f,2023-08-25,2024-12-03,Basic,14,266,3192,False,False,False,True,monthly,True,U-f04580,2023-12-23,feature_14,7,763,,False,,T-035ec1,2024-09-11,2024-09-13 21:00:00,69.0,medium,127,,False,,,,,,,,,,656,,,0.0,12.716666666666669,3.0,2024-12-31,659.0,-3.0
A-e36807,2,Stable,69.6,engaged,0,No Errors,4.5,Very Satisfied,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,361,,,,,,,,,S-904886,2024-06-20,2024-08-09,Pro,38,1862,22344,False,False,False,True,annual,False,U-e3ec49,2023-09-18,feature_9,9,4176,,False,,T-c752b7,2024-09-20,2024-09-20 13:00:00,13.0,high,145,,False,,,,,,,,,,656,,,0.0,69.6,5.0,2024-12-31,659.0,-3.0
A-e89151,2,Stable,42.583333333333336,stable usage,0,No Errors,2.5,Neutral,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,237,,,,,,,,,S-ffe125,2024-04-15,2024-10-07,Basic,20,380,4560,False,False,False,True,monthly,False,U-ef4070,2023-08-29,feature_9,5,2555,,False,,T-16968a,2024-10-10,2024-10-11 05:00:00,29.0,medium,54,,False,,,,,,,,,,657,,,0.0,42.583333333333336,0.0,2024-12-31,659.0,-2.0
A-019782,2,Stable,13.25,disengaged,0,No Errors,1.5,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,347,,,,,,,,,S-3ec165,2023-08-19,2023-11-27,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-be9347,2023-08-16,feature_23,15,795,,False,,T-39910e,2024-09-09,2024-09-09 10:00:00,10.0,urgent,166,,False,,,,,,,,,,656,,,0.0,13.25,0.0,2024-12-31,659.0,-3.0
A-b7ef83,2,Stable,38.73333333333333,inconsistent,2,Low Errors,2.0,Unhappy,2024-07-24,budget,missing features,2.0,38.73333333333333,2.0,4.0,Stable,inconsistent,Low Errors,Satisfied,1,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,333,,,,,,,,,S-f0081e,2024-12-06,2024-12-10,Enterprise,45,8955,107460,False,False,False,True,monthly,True,U-a5433e,2023-03-02,feature_1,14,2324,,False,,T-f3e69b,2024-10-03,2024-10-05 19:00:00,67.0,medium,70,,False,,,,,,,,,,657,,,1.0,38.73333333333333,0.0,2024-12-31,659.0,-2.0
A-6a4e2d,2,Stable,55.86666666666667,stable usage,0,No Errors,4.5,Very Satisfied,2024-07-19,budget,none,1.0,55.86666666666667,0.0,4.0,Stable,stable usage,No Errors,Satisfied,1,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,156,,,,,,,,,S-63e282,2024-10-15,2024-11-07,Pro,14,686,8232,False,True,False,True,annual,True,U-e92179,2024-02-05,feature_26,8,3352,,False,,T-c9a926,2024-09-15,2024-09-15 15:00:00,15.0,low,126,,True,,,,,,,,,,656,,,0.0,55.86666666666667,5.0,2024-12-31,659.0,-3.0
A-72799b,2,Stable,30.266666666666666,inconsistent,0,No Errors,4.5,Very Satisfied,2024-05-05,pricing,switched to competitor,1.0,30.266666666666666,0.0,4.0,Stable,inconsistent,No Errors,Satisfied,1,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,295,,,,,,,,,S-8bab7f,2024-04-21,2024-09-30,Basic,20,380,4560,False,False,True,True,monthly,True,U-39d520,2024-07-24,feature_3,4,1816,,False,,T-0ceebb,2024-09-06,2024-09-08 07:00:00,55.0,high,104,,False,,,,,,,,,,656,,,0.0,30.266666666666666,5.0,2024-12-31,659.0,-3.0
A-ff79f2,2,Stable,5.9,disengaged,0,No Errors,0.0,Extremely Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,132,,,,,,,,,S-4f0027,2024-12-31,2024-12-31,Enterprise,19,3781,45372,False,False,False,True,annual,True,U-712c55,2024-05-30,feature_33,6,354,,False,,T-2e5c7e,2024-09-04,2024-09-06 15:00:00,63.0,low,136,,False,,,,,,,,,,656,,,0.0,5.9,0.0,2024-12-31,659.0,-3.0
A-9174e0,2,Stable,4.766666666666667,disengaged,0,No Errors,2.5,Neutral,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,363,,,,,,,,,S-3e0991,2024-12-07,2024-12-14,Enterprise,37,7363,88356,False,False,False,True,monthly,False,U-c0410b,2023-02-04,feature_6,11,286,,False,,T-437e48,2024-10-30,2024-10-31 01:00:00,25.0,urgent,161,,False,,,,,,,,,,657,,,0.0,4.766666666666667,5.0,2024-12-31,659.0,-2.0
A-956988,2,Stable,81.2,dependency stress,6,Medium Errors,1.5,Unhappy,2024-12-30,unknown,too expensive,4.0,81.2,12.0,1.5,Elevated,dependency stress,High Errors,Unhappy,1,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,346,,,,,,,,,S-79ab7e,2024-12-13,2024-12-22,Enterprise,72,0,0,True,False,False,True,monthly,False,U-5ae73f,2023-11-30,feature_38,14,4872,,True,,T-f01315,2024-11-22,2024-11-24 09:00:00,57.0,urgent,153,,False,,,,,,,,,,658,,,3.0,81.2,3.0,2024-12-31,659.0,-1.0
A-6e7827,2,Stable,20.766666666666666,disengaged,0,No Errors,3.5,Satisfied,2024-04-09,features,missing features,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,221,,,,,,,,,S-0da40c,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False,U-3bcef4,2024-08-15,feature_15,14,1246,,False,,T-e00e0a,2024-11-17,2024-11-19 19:00:00,67.0,medium,81,,False,,,,,,,,,,658,,,0.0,20.766666666666666,4.0,2024-12-31,659.0,-1.0
A-6e7827,2,Stable,20.766666666666666,disengaged,0,No Errors,3.5,Satisfied,2024-04-09,features,missing features,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,222,,,,,,,,,S-0da40c,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False,U-3bcef4,2024-08-15,feature_15,14,1246,,False,,T-4ebe83,2024-09-25,2024-09-26 11:00:00,35.0,low,86,,False,,,,,,,,,,656,,,0.0,20.766666666666666,3.0,2024-12-31,659.0,-3.0
A-692f18,2,Stable,33.3,inconsistent,0,No Errors,2.5,Neutral,2024-12-23,support,switched to competitor,2.0,33.3,0.0,2.5,Stable,inconsistent,No Errors,Neutral,1,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,340,,,,,,,,,S-c22c29,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,U-14fdac,2024-08-29,feature_14,6,1998,,False,,T-2904e8,2024-11-11,2024-11-11 20:00:00,20.0,low,144,,False,,,,,,,,,,658,,,0.0,33.3,0.0,2024-12-31,659.0,-1.0
A-692f18,2,Stable,33.3,inconsistent,0,No Errors,2.5,Neutral,2024-12-23,support,switched to competitor,2.0,33.3,0.0,2.5,Stable,inconsistent,No Errors,Neutral,1,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,341,,,,,,,,,S-c22c29,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,U-14fdac,2024-08-29,feature_14,6,1998,,False,,T-de489a,2024-07-28,2024-07-30 07:00:00,55.0,high,96,,False,,,,,,,,,,654,,,0.0,33.3,5.0,2024-12-31,659.0,-5.0
A-ab438f,2,Stable,84.8,dependency stress,0,No Errors,3.5,Satisfied,2024-12-02,budget,none,2.0,84.8,0.0,3.5,Stable,dependency stress,No Errors,Satisfied,1,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,168,,,,,,,,,S-f965de,2024-10-20,2024-12-18,Pro,64,0,0,True,True,False,True,monthly,True,U-a320a9,2024-08-28,feature_13,12,5088,,False,,T-d9f5fb,2024-06-28,2024-06-30 15:00:00,63.0,urgent,86,,False,,,,,,,,,,653,,,0.0,84.8,4.0,2024-12-31,659.0,-6.0
A-ac14bb,2,Stable,65.83333333333333,engaged,0,No Errors,2.0,Unhappy,2024-10-01,competitor,too expensive,4.0,65.83333333333333,0.0,2.0,Elevated,engaged,No Errors,Unhappy,1,Company_15,FinTech,US,2023-09-08,partner,Enterprise,21,False,False,300,,,,,,,,,S-fc4ac6,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,U-388e81,2023-11-01,feature_26,10,3950,,False,,T-37e292,2024-06-12,2024-06-13 04:00:00,28.0,low,38,,False,,,,,,,,,,653,,,0.0,65.83333333333333,4.0,2024-12-31,659.0,-6.0
A-db5e9e,2,Stable,118.76666666666668,dependency stress,6,Medium Errors,5.0,Very Satisfied,2024-12-29,pricing,missing features,2.0,118.76666666666668,6.0,5.0,Stable,dependency stress,Medium Errors,Very Satisfied,1,Company_442,DevTools,US,2024-11-09,partner,Basic,4,False,False,163,,,,,,,,,S-984f8b,2024-12-28,2024-12-28,Enterprise,17,3383,40596,False,False,True,True,annual,True,U-290b7d,2023-04-27,feature_22,14,7126,,True,,T-3aa54d,2024-06-25,2024-06-27 16:00:00,64.0,low,177,,False,,,,,,,,,,653,,,3.0,118.76666666666668,5.0,2024-12-31,659.0,-6.0
A-2bc93d,2,Stable,77.83333333333333,engaged,0,No Errors,4.5,Very Satisfied,2023-08-10,pricing,missing features,1.0,77.83333333333333,0.0,4.0,Stable,engaged,No Errors,Satisfied,1,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,339,,,,,,,,,S-073381,2024-09-11,2024-09-27,Basic,14,266,3192,False,False,False,True,monthly,False,U-c73acd,2023-03-26,feature_35,10,4670,,False,,T-134bb9,2024-11-23,2024-11-23 07:00:00,7.0,medium,44,,False,,,,,,,,,,658,,,0.0,77.83333333333333,5.0,2024-12-31,659.0,-1.0
A-180abf,3,Elevated,121.8,dependency stress,0,No Errors,1.0,Extremely Unhappy,2023-12-04,support,none,9.0,121.8,0.0,1.3333333333333333,Severe Critical,dependency stress,No Errors,Unhappy,1,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,128,,,,,,,,,S-0b0ffa,2024-01-17,2024-04-19,Basic,64,0,0,True,False,False,True,annual,True,U-29a06e,2024-09-03,feature_13,14,7308,,False,,T-820846,2024-07-30,2024-07-30 10:00:00,10.0,medium,44,,False,,,,,,,,,,654,,,0.0,121.8,0.0,2024-12-31,659.0,-5.0
A-13466a,3,Elevated,24.966666666666665,disengaged,0,No Errors,4.333333333333333,Very Satisfied,2024-04-18,pricing,switched to competitor,3.0,24.966666666666665,0.0,5.0,Elevated,disengaged,No Errors,Very Satisfied,1,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,215,,,,,,,,,S-2f8dbb,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,U-d296c9,2023-03-24,feature_17,14,1498,,False,,T-4d5634,2024-11-04,2024-11-06 23:00:00,71.0,medium,76,,True,,,,,,,,,,658,,,0.0,24.966666666666665,3.0,2024-12-31,659.0,-1.0
A-e51ec7,3,Elevated,11.0,disengaged,6,Medium Errors,1.6666666666666667,Unhappy,2024-01-29,support,missing features,5.0,11.0,10.0,0.0,High Risk,disengaged,Medium Errors,Extremely Unhappy,1,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,385,,,,,,,,,S-916cca,2024-10-04,2024-10-31,Basic,3,0,0,True,True,False,True,annual,True,U-411084,2023-10-12,feature_16,11,660,,False,,T-772cfe,2024-10-05,2024-10-06 21:00:00,45.0,high,87,,False,,,,,,,,,,657,,,2.0,11.0,5.0,2024-12-31,659.0,-2.0
A-1b707d,3,Elevated,49.31666666666667,stable usage,3,Low Errors,0.0,Extremely Unhappy,2023-07-21,competitor,missing features,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,384,,,,,,,,,S-3a3be9,2024-05-03,2024-07-14,Basic,8,152,1824,False,False,False,True,annual,True,U-736778,2024-01-11,feature_11,11,2959,,False,,T-a6cf94,2024-10-18,2024-10-19 08:00:00,32.0,medium,160,,False,,,,,,,,,,657,,,1.0,49.31666666666667,0.0,2024-12-31,659.0,-2.0
A-bbc346,3,Elevated,102.59999999999998,dependency stress,0,No Errors,3.0,Neutral,2024-10-31,competitor,too expensive,4.0,102.6,0.0,2.5,Elevated,dependency stress,No Errors,Neutral,1,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,298,,,,,,,,,S-44483e,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,U-29f5d8,2023-10-13,feature_25,12,6156,,False,,T-ba59c1,2024-09-05,2024-09-07 03:00:00,51.0,medium,156,,False,,,,,,,,,,656,,,0.0,102.6,5.0,2024-12-31,659.0,-3.0
A-b7724f,3,Elevated,18.7,disengaged,0,No Errors,2.0,Unhappy,2024-09-01,competitor,switched to competitor,2.0,18.7,0.0,1.5,Stable,disengaged,No Errors,Unhappy,1,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,332,,,,,,,,,S-09c1df,2024-09-15,2024-10-02,Pro,1,49,588,False,False,False,True,annual,True,U-5455aa,2023-08-04,feature_17,6,1122,,False,,T-b87a5a,2024-07-24,2024-07-25 19:00:00,43.0,low,175,,False,,,,,,,,,,654,,,0.0,18.7,0.0,2024-12-31,659.0,-5.0
A-c45b23,3,Elevated,70.03333333333333,engaged,3,Low Errors,1.0,Extremely Unhappy,2024-03-24,support,missing features,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,383,,,,,,,,,S-2361ec,2024-12-12,2024-12-15,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-4b9084,2024-04-11,feature_26,11,4202,,True,,T-f97334,2024-11-02,2024-11-03 18:00:00,42.0,urgent,75,,False,,,,,,,,,,658,,,1.0,70.03333333333333,0.0,2024-12-31,659.0,-1.0
A-c1dfe1,3,Elevated,19.73333333333333,disengaged,0,No Errors,1.3333333333333333,Unhappy,2024-06-06,features,missing features,2.0,19.73333333333333,0.0,2.0,Stable,disengaged,No Errors,Unhappy,1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,414,,,,,,,,,S-db56d2,2023-10-26,2024-03-17,Basic,26,494,5928,False,False,False,True,monthly,False,U-d20c6d,2023-08-14,feature_14,8,1184,,False,,T-8f66c9,2024-07-08,2024-07-10 17:00:00,65.0,high,110,,False,,,,,,,,,,654,,,0.0,19.73333333333333,0.0,2024-12-31,659.0,-5.0
A-b44e3e,3,Elevated,45.75,stable usage,0,No Errors,4.333333333333333,Very Satisfied,2024-04-14,unknown,switched to competitor,2.0,45.75,0.0,4.5,Stable,stable usage,No Errors,Very Satisfied,1,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,299,,,,,,,,,S-f22b7f,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,U-e93ca6,2024-05-06,feature_4,5,2745,,False,,T-0e6a8b,2024-06-23,2024-06-25 23:00:00,71.0,medium,66,,False,,,,,,,,,,653,,,0.0,45.75,4.0,2024-12-31,659.0,-6.0
A-3a7284,3,Elevated,59.20000000000001,stable usage,3,Low Errors,2.333333333333333,Neutral,2024-12-26,unknown,missing features,1.0,59.2,1.0,4.0,Stable,stable usage,Low Errors,Satisfied,1,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,152,,,,,,,,,S-321498,2024-12-25,2024-12-31,Pro,31,0,0,True,False,False,True,monthly,True,U-b1cfee,2023-02-14,feature_18,6,3552,,False,,T-94fe73,2024-08-16,2024-08-18 19:00:00,67.0,urgent,56,,False,,,,,,,,,,655,,,1.0,59.2,4.0,2024-12-31,659.0,-4.0
A-c16cf7,3,Elevated,53.53333333333333,stable usage,0,No Errors,2.333333333333333,Neutral,2024-12-07,support,too expensive,2.0,53.53333333333333,0.0,4.0,Stable,stable usage,No Errors,Satisfied,1,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,386,,,,,,,,,S-499ea3,2024-10-21,2024-11-12,Enterprise,24,4776,57312,False,False,False,True,monthly,True,U-7c1f59,2023-08-04,feature_35,11,3212,,False,,T-69edbb,2024-10-24,2024-10-26 09:00:00,57.0,low,46,,False,,,,,,,,,,657,,,0.0,53.53333333333333,4.0,2024-12-31,659.0,-2.0
A-e5d6ab,3,Elevated,10.083333333333334,disengaged,3,Low Errors,0.0,Extremely Unhappy,2023-04-24,features,switched to competitor,1.0,10.083333333333334,1.0,0.0,Stable,disengaged,Low Errors,Extremely Unhappy,1,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,325,,,,,,,,,S-47cf94,2023-10-02,2024-05-03,Basic,35,665,7980,False,False,False,True,annual,True,U-a9a4b3,2024-03-20,feature_35,5,605,,False,,T-d0a540,2024-09-17,2024-09-19 06:00:00,54.0,high,11,,False,,,,,,,,,,656,,,1.0,10.083333333333334,0.0,2024-12-31,659.0,-3.0
A-e5d6ab,3,Elevated,10.083333333333334,disengaged,3,Low Errors,0.0,Extremely Unhappy,2023-04-24,features,switched to competitor,1.0,10.083333333333334,1.0,0.0,Stable,disengaged,Low Errors,Extremely Unhappy,1,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,326,,,,,,,,,S-47cf94,2023-10-02,2024-05-03,Basic,35,665,7980,False,False,False,True,annual,True,U-a9a4b3,2024-03-20,feature_35,5,605,,False,,T-0aeed3,2024-06-27,2024-06-28 00:00:00,24.0,low,151,,False,,,,,,,,,,653,,,1.0,10.083333333333334,0.0,2024-12-31,659.0,-6.0
