churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,subscription_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count_x,is_beta_feature,usage_duration_min_x,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score_x,escalation_flag,ticket_month,ticket_count,ticket_bucket,satisfaction_score_y,satisfaction_bucket,usage_duration_min_y,usage_bucket,error_count_y,error_bucket
C-e6a0f0,A-ccabf0,2024-10-31,features,0.0,False,False,False,too expensive,S-d449e1,2024-10-15,2024-11-06,Basic,25,0,0,True,False,False,True,annual,True,U-b22092,2024-03-07,feature_24,10,5960,0,False,99.33333333333333,T-7309d6,2024-04-18,2024-04-19 19:00:00,43.0,medium,43,0.0,False,2024-04,4,Elevated,2.75,Neutral,99.33333333333333,dependency stress,0,No Errors
C-e6a0f0,A-ccabf0,2024-10-31,features,0.0,False,False,False,too expensive,S-d449e1,2024-10-15,2024-11-06,Basic,25,0,0,True,False,False,True,annual,True,U-b22092,2024-03-07,feature_24,10,5960,0,False,99.33333333333333,T-6ce2af,2023-04-22,2023-04-23 11:00:00,35.0,high,156,4.0,False,2023-04,4,Elevated,2.75,Neutral,99.33333333333333,dependency stress,0,No Errors
C-bb3556,A-bcf664,2024-08-08,competitor,0.0,False,False,False,none,S-4ed473,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-b1d1d0,2023-08-13,2023-08-14 01:00:00,25.0,urgent,128,3.0,False,2023-08,5,High Risk,2.4,Neutral,75.25,engaged,0,No Errors
C-bb3556,A-bcf664,2024-08-08,competitor,0.0,False,False,False,none,S-4ed473,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-1cea26,2023-12-18,2023-12-20 21:00:00,69.0,high,169,5.0,True,2023-12,5,High Risk,2.4,Neutral,75.25,engaged,0,No Errors
C-bb3556,A-bcf664,2024-08-08,competitor,0.0,False,False,False,none,S-4ed473,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-74be0c,2024-11-16,2024-11-16 02:00:00,2.0,high,4,4.0,False,2024-11,5,High Risk,2.4,Neutral,75.25,engaged,0,No Errors
C-bb3556,A-bcf664,2024-08-08,competitor,0.0,False,False,False,none,S-4ed473,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-42f9b6,2023-05-12,2023-05-12 12:00:00,12.0,urgent,172,0.0,False,2023-05,5,High Risk,2.4,Neutral,75.25,engaged,0,No Errors
C-bb3556,A-bcf664,2024-08-08,competitor,0.0,False,False,False,none,S-4ed473,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-fa3300,2024-07-03,2024-07-06 00:00:00,72.0,low,80,0.0,False,2024-07,5,High Risk,2.4,Neutral,75.25,engaged,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-462ece,2023-07-17,2023-07-19 03:00:00,51.0,low,50,3.0,True,2023-07,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-c9a73c,2024-10-24,2024-10-24 18:00:00,18.0,urgent,86,4.0,False,2024-10,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-f0d824,2023-12-01,2023-12-02 04:00:00,28.0,urgent,165,3.0,False,2023-12,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-21da91,2024-08-09,2024-08-10 08:00:00,32.0,low,121,3.0,False,2024-08,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-563a64,2023-08-20,2023-08-21 01:00:00,25.0,medium,15,3.0,False,2023-08,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-875dc5,A-b9f5b1,2023-07-21,features,0.0,False,False,False,switched to competitor,S-b22602,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-2fa50a,2023-02-10,2023-02-11 13:00:00,37.0,medium,17,4.0,False,2023-02,6,High Risk,3.3333333333333335,Satisfied,35.75,inconsistent,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-8001a4,2023-05-08,2023-05-08 11:00:00,11.0,urgent,53,4.0,True,2023-05,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-e41843,2023-07-22,2023-07-23 06:00:00,30.0,high,119,4.0,False,2023-07,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-992cf9,2024-12-14,2024-12-14 16:00:00,16.0,medium,21,4.0,False,2024-12,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-20d400,2023-10-14,2023-10-15 11:00:00,35.0,high,169,0.0,False,2023-10,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-411de2,2023-09-27,2023-09-29 21:00:00,69.0,low,7,5.0,False,2023-09,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-88aac2,2023-12-09,2023-12-10 05:00:00,29.0,urgent,161,4.0,False,2023-12,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-865f19,A-c9bb3e,2024-07-29,pricing,0.0,False,False,False,switched to competitor,S-765a5f,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,U-0a89a2,2024-01-12,feature_4,14,8386,0,False,139.76666666666668,T-eecc2f,2024-12-05,2024-12-05 04:00:00,4.0,high,73,0.0,False,2024-12,7,Critical,3.0,Neutral,139.76666666666668,dependency stress,0,No Errors
C-102614,A-96e141,2024-07-22,budget,43.53,False,False,False,too expensive,S-a7ea10,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-f39a06,2024-03-07,2024-03-09 22:00:00,70.0,medium,58,0.0,False,2024-03,5,High Risk,2.6,Neutral,18.266666666666666,disengaged,0,No Errors
C-102614,A-96e141,2024-07-22,budget,43.53,False,False,False,too expensive,S-a7ea10,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-2708ab,2023-11-07,2023-11-07 08:00:00,8.0,medium,42,4.0,False,2023-11,5,High Risk,2.6,Neutral,18.266666666666666,disengaged,0,No Errors
C-102614,A-96e141,2024-07-22,budget,43.53,False,False,False,too expensive,S-a7ea10,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-f2e96f,2023-04-24,2023-04-24 17:00:00,17.0,urgent,130,0.0,False,2023-04,5,High Risk,2.6,Neutral,18.266666666666666,disengaged,0,No Errors
C-102614,A-96e141,2024-07-22,budget,43.53,False,False,False,too expensive,S-a7ea10,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-702e0f,2024-01-26,2024-01-27 22:00:00,46.0,high,17,4.0,False,2024-01,5,High Risk,2.6,Neutral,18.266666666666666,disengaged,0,No Errors
C-102614,A-96e141,2024-07-22,budget,43.53,False,False,False,too expensive,S-a7ea10,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-0111f8,2024-04-15,2024-04-15 23:00:00,23.0,high,95,5.0,False,2024-04,5,High Risk,2.6,Neutral,18.266666666666666,disengaged,0,No Errors
C-4ab0e2,A-e7a1e2,2024-09-08,support,0.0,True,False,False,missing features,S-f81687,2024-11-23,2024-12-13,Enterprise,5,995,11940,False,False,False,True,monthly,True,U-fb39d7,2023-06-24,feature_11,11,3333,2,False,55.55,T-4b2bf5,2024-03-31,2024-04-01 21:00:00,45.0,low,37,4.0,False,2024-03,1,Stable,4.0,Satisfied,55.55,stable usage,2,Low Errors
C-3292be,A-592832,2024-10-04,support,22.66,False,False,False,switched to competitor,S-f86bcf,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-187648,2024-10-27,2024-10-28 17:00:00,41.0,medium,51,0.0,False,2024-10,3,Elevated,1.6666666666666667,Unhappy,13.4,disengaged,0,No Errors
C-3292be,A-592832,2024-10-04,support,22.66,False,False,False,switched to competitor,S-f86bcf,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-44cfed,2023-12-02,2023-12-04 00:00:00,48.0,high,68,0.0,False,2023-12,3,Elevated,1.6666666666666667,Unhappy,13.4,disengaged,0,No Errors
C-3292be,A-592832,2024-10-04,support,22.66,False,False,False,switched to competitor,S-f86bcf,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-3329cb,2024-04-30,2024-04-30 09:00:00,9.0,low,123,5.0,False,2024-04,3,Elevated,1.6666666666666667,Unhappy,13.4,disengaged,0,No Errors
C-e582ea,A-180abf,2023-12-04,support,0.0,False,False,False,none,S-0b0ffa,2024-01-17,2024-04-19,Basic,64,0,0,True,False,False,True,annual,True,U-29a06e,2024-09-03,feature_13,14,7308,0,False,121.8,T-820846,2024-07-30,2024-07-30 10:00:00,10.0,medium,44,0.0,False,2024-07,3,Elevated,1.0,Extremely Unhappy,121.8,dependency stress,0,No Errors
C-e582ea,A-180abf,2023-12-04,support,0.0,False,False,False,none,S-0b0ffa,2024-01-17,2024-04-19,Basic,64,0,0,True,False,False,True,annual,True,U-29a06e,2024-09-03,feature_13,14,7308,0,False,121.8,T-6b1bf1,2024-01-20,2024-01-21 10:00:00,34.0,medium,5,3.0,False,2024-01,3,Elevated,1.0,Extremely Unhappy,121.8,dependency stress,0,No Errors
C-e582ea,A-180abf,2023-12-04,support,0.0,False,False,False,none,S-0b0ffa,2024-01-17,2024-04-19,Basic,64,0,0,True,False,False,True,annual,True,U-29a06e,2024-09-03,feature_13,14,7308,0,False,121.8,T-cff159,2023-08-15,2023-08-17 17:00:00,65.0,medium,138,0.0,False,2023-08,3,Elevated,1.0,Extremely Unhappy,121.8,dependency stress,0,No Errors
C-100b97,A-0a282f,2024-10-06,features,0.0,False,False,False,switched to competitor,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,U-f6576a,2024-12-20,feature_12,6,1260,0,False,21.0,T-776916,2023-06-12,2023-06-14 17:00:00,65.0,medium,12,5.0,False,2023-06,3,Elevated,4.666666666666667,Very Satisfied,21.0,disengaged,0,No Errors
C-100b97,A-0a282f,2024-10-06,features,0.0,False,False,False,switched to competitor,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,U-f6576a,2024-12-20,feature_12,6,1260,0,False,21.0,T-ded4a8,2024-05-03,2024-05-05 00:00:00,48.0,urgent,35,5.0,False,2024-05,3,Elevated,4.666666666666667,Very Satisfied,21.0,disengaged,0,No Errors
C-100b97,A-0a282f,2024-10-06,features,0.0,False,False,False,switched to competitor,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,U-f6576a,2024-12-20,feature_12,6,1260,0,False,21.0,T-fa9585,2024-10-26,2024-10-26 18:00:00,18.0,medium,144,4.0,False,2024-10,3,Elevated,4.666666666666667,Very Satisfied,21.0,disengaged,0,No Errors
C-8843d4,A-e51ec7,2024-01-29,support,0.0,False,False,False,missing features,S-916cca,2024-10-04,2024-10-31,Basic,3,0,0,True,True,False,True,annual,True,U-411084,2023-10-12,feature_16,11,660,2,False,11.0,T-772cfe,2024-10-05,2024-10-06 21:00:00,45.0,high,87,5.0,False,2024-10,3,Elevated,1.6666666666666667,Unhappy,11.0,disengaged,6,Medium Errors
C-8843d4,A-e51ec7,2024-01-29,support,0.0,False,False,False,missing features,S-916cca,2024-10-04,2024-10-31,Basic,3,0,0,True,True,False,True,annual,True,U-411084,2023-10-12,feature_16,11,660,2,False,11.0,T-4e7b8f,2023-06-08,2023-06-10 03:00:00,51.0,medium,94,0.0,False,2023-06,3,Elevated,1.6666666666666667,Unhappy,11.0,disengaged,6,Medium Errors
C-8843d4,A-e51ec7,2024-01-29,support,0.0,False,False,False,missing features,S-916cca,2024-10-04,2024-10-31,Basic,3,0,0,True,True,False,True,annual,True,U-411084,2023-10-12,feature_16,11,660,2,False,11.0,T-30849e,2023-03-03,2023-03-03 15:00:00,15.0,low,99,0.0,False,2023-03,3,Elevated,1.6666666666666667,Unhappy,11.0,disengaged,6,Medium Errors
C-48f456,A-8bde0c,2024-11-28,features,0.0,False,False,False,missing features,S-ff9bde,2024-12-20,2024-12-22,Pro,12,588,7056,False,False,False,True,monthly,True,U-3d0a5d,2023-11-04,feature_12,10,1700,0,False,28.333333333333332,T-fb798a,2024-11-07,2024-11-07 09:00:00,9.0,medium,64,0.0,False,2024-11,3,Elevated,2.6666666666666665,Neutral,28.333333333333332,inconsistent,0,No Errors
C-48f456,A-8bde0c,2024-11-28,features,0.0,False,False,False,missing features,S-ff9bde,2024-12-20,2024-12-22,Pro,12,588,7056,False,False,False,True,monthly,True,U-3d0a5d,2023-11-04,feature_12,10,1700,0,False,28.333333333333332,T-0aca85,2024-07-08,2024-07-08 13:00:00,13.0,medium,153,4.0,False,2024-07,3,Elevated,2.6666666666666665,Neutral,28.333333333333332,inconsistent,0,No Errors
C-48f456,A-8bde0c,2024-11-28,features,0.0,False,False,False,missing features,S-ff9bde,2024-12-20,2024-12-22,Pro,12,588,7056,False,False,False,True,monthly,True,U-3d0a5d,2023-11-04,feature_12,10,1700,0,False,28.333333333333332,T-93e27e,2023-08-06,2023-08-08 07:00:00,55.0,high,42,4.0,False,2023-08,3,Elevated,2.6666666666666665,Neutral,28.333333333333332,inconsistent,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-041287,2024-07-15,2024-07-17 22:00:00,70.0,urgent,19,4.0,False,2024-07,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-30fb5e,2023-12-20,2023-12-20 11:00:00,11.0,low,158,3.0,False,2023-12,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-b88fe0,2023-11-08,2023-11-08 07:00:00,7.0,medium,42,0.0,False,2023-11,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-e112be,2023-11-03,2023-11-04 16:00:00,40.0,urgent,74,4.0,False,2023-11,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-be7c14,2024-10-09,2024-10-10 01:00:00,25.0,low,77,0.0,False,2024-10,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-9c0369,2023-09-24,2023-09-25 16:00:00,40.0,low,30,4.0,False,2023-09,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-fdf135,2023-01-04,2023-01-05 20:00:00,44.0,urgent,65,4.0,False,2023-01,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-935f48,A-34ea2f,2024-10-05,unknown,0.0,True,False,False,none,S-1f5faf,2024-10-03,2024-12-20,Enterprise,8,0,0,True,False,False,True,monthly,False,U-993e5e,2024-06-17,feature_20,10,4050,0,False,67.5,T-9d29d0,2023-12-30,2023-12-31 21:00:00,45.0,low,60,0.0,False,2023-12,8,Critical,2.375,Neutral,67.5,engaged,0,No Errors
C-366a49,A-0baac2,2024-12-24,unknown,68.65,False,False,False,switched to competitor,S-33df6f,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-d9cb01,2024-03-23,2024-03-25 10:00:00,58.0,urgent,104,0.0,False,2024-03,6,High Risk,2.1666666666666665,Neutral,8.05,disengaged,6,Medium Errors
C-366a49,A-0baac2,2024-12-24,unknown,68.65,False,False,False,switched to competitor,S-33df6f,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-48a7e1,2024-06-30,2024-07-01 20:00:00,44.0,low,79,0.0,False,2024-06,6,High Risk,2.1666666666666665,Neutral,8.05,disengaged,6,Medium Errors
